order_id,order_date,account_id,sku_id,quantity_cases,unit_price,discount_pct,net_revenue
ORD002127,2024-07-13,ACC0021,SKU0026,5,25.05,0.0,125.25
ORD001894,2024-07-13,ACC0006,SKU0026,5,24.07,15.0,102.3
ORD001453,2024-07-14,ACC0033,SKU0005,17,41.58,20.0,565.49
ORD001414,2024-07-14,ACC0028,SKU0011,3,119.28,0.0,357.84
ORD000269,2024-07-14,ACC0057,SKU0008,3,40.2,0.0,120.6
ORD002542,2024-07-15,ACC0045,SKU0009,5,40.81,0.0,204.05
ORD002477,2024-07-15,ACC0056,SKU0013,11,127.18,0.0,1398.98
ORD001087,2024-07-16,ACC0007,SKU0010,3,115.21,0.0,345.63
ORD001067,2024-07-16,ACC0029,SKU0006,10,43.98,0.0,439.8
ORD002272,2024-07-16,ACC0017,SKU0025,4,37.35,0.0,149.4
ORD000278,2024-07-16,ACC0028,SKU0020,9,41.0,15.0,313.65
ORD001163,2024-07-16,ACC0041,SKU0013,5,119.16,5.0,566.01
ORD002440,2024-07-16,ACC0016,SKU0016,9,210.88,0.0,1897.92
ORD001656,2024-07-16,ACC0002,SKU0018,4,205.58,5.0,781.2
ORD001927,2024-07-17,ACC0007,SKU0027,21,22.91,0.0,481.11
ORD000001,2024-07-17,ACC0010,SKU0024,4,38.09,10.0,137.12
ORD001024,2024-07-18,ACC0004,SKU0006,5,43.65,0.0,218.25
ORD000478,2024-07-18,ACC0059,SKU0011,1,120.23,15.0,102.2
ORD001680,2024-07-18,ACC0016,SKU0020,6,38.0,0.0,228.0
ORD000953,2024-07-18,ACC0012,SKU0011,6,115.34,0.0,692.04
ORD000062,2024-07-18,ACC0037,SKU0013,4,123.47,15.0,419.8
ORD002488,2024-07-19,ACC0014,SKU0001,8,44.65,5.0,339.34
ORD001181,2024-07-19,ACC0024,SKU0015,7,203.71,10.0,1283.37
ORD000088,2024-07-19,ACC0046,SKU0022,19,39.23,0.0,745.37
ORD001822,2024-07-20,ACC0041,SKU0007,2,41.26,0.0,82.52
ORD001812,2024-07-20,ACC0001,SKU0019,2,205.51,0.0,411.02
ORD001589,2024-07-20,ACC0018,SKU0004,10,44.72,0.0,447.2
ORD000561,2024-07-20,ACC0023,SKU0009,4,44.08,0.0,176.32
ORD002503,2024-07-20,ACC0018,SKU0012,10,122.98,0.0,1229.8
ORD001498,2024-07-20,ACC0043,SKU0021,7,38.86,0.0,272.02
ORD001178,2024-07-20,ACC0032,SKU0018,2,209.97,0.0,419.94
ORD000309,2024-07-21,ACC0003,SKU0028,1,23.8,0.0,23.8
ORD002514,2024-07-21,ACC0042,SKU0006,5,40.11,5.0,190.52
ORD000257,2024-07-21,ACC0007,SKU0029,4,23.03,0.0,92.12
ORD002095,2024-07-21,ACC0057,SKU0007,12,41.69,20.0,400.22
ORD002210,2024-07-21,ACC0022,SKU0014,12,211.19,20.0,2027.42
ORD000199,2024-07-21,ACC0029,SKU0029,21,25.85,0.0,542.85
ORD001743,2024-07-21,ACC0017,SKU0015,1,205.7,0.0,205.7
ORD000226,2024-07-21,ACC0056,SKU0009,3,43.25,0.0,129.75
ORD001901,2024-07-21,ACC0042,SKU0016,1,225.6,15.0,191.76
ORD001700,2024-07-22,ACC0008,SKU0018,17,202.49,0.0,3442.33
ORD001162,2024-07-22,ACC0021,SKU0026,6,23.86,0.0,143.16
ORD002153,2024-07-22,ACC0049,SKU0009,5,39.99,0.0,199.95
ORD001283,2024-07-22,ACC0023,SKU0021,5,39.71,0.0,198.55
ORD000334,2024-07-22,ACC0037,SKU0022,4,40.09,5.0,152.34
ORD001331,2024-07-22,ACC0024,SKU0007,1,42.86,0.0,42.86
ORD001778,2024-07-22,ACC0008,SKU0025,7,40.76,0.0,285.32
ORD000908,2024-07-23,ACC0053,SKU0019,21,215.39,0.0,4523.19
ORD000423,2024-07-23,ACC0044,SKU0015,2,202.31,15.0,343.93
ORD001878,2024-07-23,ACC0001,SKU0013,4,117.28,0.0,469.12
ORD001831,2024-07-23,ACC0059,SKU0011,3,125.43,15.0,319.85
ORD001638,2024-07-23,ACC0057,SKU0024,3,39.69,0.0,119.07
ORD002416,2024-07-23,ACC0017,SKU0008,8,40.58,0.0,324.64
ORD000760,2024-07-24,ACC0022,SKU0018,4,212.06,0.0,848.24
ORD000855,2024-07-24,ACC0046,SKU0029,8,23.52,0.0,188.16
ORD002420,2024-07-24,ACC0021,SKU0011,7,122.87,0.0,860.09
ORD001099,2024-07-24,ACC0027,SKU0011,8,122.38,5.0,930.09
ORD002074,2024-07-24,ACC0055,SKU0028,9,24.28,15.0,185.74
ORD000719,2024-07-24,ACC0020,SKU0023,7,39.94,0.0,279.58
ORD000820,2024-07-24,ACC0024,SKU0004,1,40.29,20.0,32.23
ORD000773,2024-07-24,ACC0046,SKU0013,7,126.92,10.0,799.6
ORD000476,2024-07-25,ACC0003,SKU0013,7,114.8,20.0,642.88
ORD001198,2024-07-25,ACC0024,SKU0021,13,39.67,0.0,515.71
ORD002400,2024-07-25,ACC0025,SKU0019,8,225.92,10.0,1626.62
ORD001908,2024-07-26,ACC0025,SKU0023,3,36.72,0.0,110.16
ORD000784,2024-07-26,ACC0013,SKU0020,20,38.1,5.0,723.9
ORD000553,2024-07-26,ACC0022,SKU0010,12,120.05,0.0,1440.6
ORD000653,2024-07-27,ACC0026,SKU0028,19,23.17,0.0,440.23
ORD002113,2024-07-27,ACC0017,SKU0024,17,40.73,5.0,657.79
ORD001058,2024-07-27,ACC0041,SKU0019,2,222.68,0.0,445.36
ORD000498,2024-07-27,ACC0034,SKU0024,10,37.16,20.0,297.28
ORD001450,2024-07-27,ACC0058,SKU0001,5,45.21,0.0,226.05
ORD002393,2024-07-27,ACC0004,SKU0018,3,202.74,0.0,608.22
ORD000797,2024-07-27,ACC0004,SKU0001,6,44.5,0.0,267.0
ORD001410,2024-07-28,ACC0039,SKU0001,11,40.84,20.0,359.39
ORD000055,2024-07-28,ACC0021,SKU0022,8,37.7,5.0,286.52
ORD002548,2024-07-29,ACC0059,SKU0014,5,219.74,0.0,1098.7
ORD000244,2024-07-29,ACC0022,SKU0007,6,44.34,0.0,266.04
ORD002397,2024-07-29,ACC0003,SKU0013,21,128.24,0.0,2693.04
ORD002340,2024-07-29,ACC0056,SKU0005,6,42.86,0.0,257.16
ORD000957,2024-07-30,ACC0047,SKU0008,1,43.24,0.0,43.24
ORD000395,2024-07-30,ACC0002,SKU0025,8,40.98,20.0,262.27
ORD000643,2024-07-30,ACC0049,SKU0008,12,44.67,0.0,536.04
ORD000241,2024-07-30,ACC0001,SKU0018,5,209.34,5.0,994.37
ORD000766,2024-07-31,ACC0013,SKU0006,5,40.91,15.0,173.87
ORD001871,2024-07-31,ACC0038,SKU0011,4,118.86,20.0,380.35
ORD000989,2024-07-31,ACC0028,SKU0028,34,24.61,0.0,836.74
ORD002147,2024-07-31,ACC0031,SKU0014,2,215.23,5.0,408.94
ORD000646,2024-07-31,ACC0031,SKU0023,23,39.07,0.0,898.61
ORD001089,2024-07-31,ACC0059,SKU0017,1,200.01,5.0,190.01
ORD002175,2024-07-31,ACC0052,SKU0014,6,226.57,10.0,1223.48
ORD001519,2024-07-31,ACC0001,SKU0007,16,44.66,0.0,714.56
ORD000238,2024-07-31,ACC0033,SKU0008,31,40.18,5.0,1183.3
ORD001234,2024-07-31,ACC0060,SKU0023,7,39.06,10.0,246.08
ORD001000,2024-08-01,ACC0052,SKU0015,10,216.92,0.0,2169.2
ORD000193,2024-08-01,ACC0019,SKU0006,7,44.11,0.0,308.77
ORD002247,2024-08-01,ACC0036,SKU0014,9,200.14,10.0,1621.13
ORD001457,2024-08-01,ACC0002,SKU0005,3,40.72,0.0,122.16
ORD002472,2024-08-01,ACC0040,SKU0024,10,39.83,0.0,398.3
ORD002486,2024-08-01,ACC0053,SKU0027,1,22.9,0.0,22.9
ORD001910,2024-08-02,ACC0023,SKU0025,11,38.94,10.0,385.51
ORD000044,2024-08-02,ACC0056,SKU0027,4,24.94,0.0,99.76
ORD000509,2024-08-02,ACC0052,SKU0018,12,220.56,5.0,2514.38
ORD001222,2024-08-02,ACC0045,SKU0018,14,218.87,0.0,3064.18
ORD000851,2024-08-03,ACC0038,SKU0021,9,39.0,15.0,298.35
ORD001083,2024-08-03,ACC0031,SKU0014,16,213.82,0.0,3421.12
ORD000705,2024-08-03,ACC0059,SKU0002,4,44.44,0.0,177.76
ORD002296,2024-08-03,ACC0027,SKU0002,6,42.99,10.0,232.15
ORD001810,2024-08-03,ACC0060,SKU0003,10,43.49,0.0,434.9
ORD000576,2024-08-04,ACC0040,SKU0015,3,203.15,10.0,548.51
ORD001302,2024-08-05,ACC0010,SKU0020,22,38.01,0.0,836.22
ORD000584,2024-08-05,ACC0052,SKU0019,4,220.28,5.0,837.06
ORD002092,2024-08-05,ACC0007,SKU0004,6,43.05,15.0,219.55
ORD001612,2024-08-05,ACC0002,SKU0013,1,115.09,0.0,115.09
ORD001905,2024-08-06,ACC0042,SKU0020,13,41.02,0.0,533.26
ORD002573,2024-08-06,ACC0024,SKU0008,19,43.47,0.0,825.93
ORD001571,2024-08-06,ACC0029,SKU0005,2,40.39,0.0,80.78
ORD002055,2024-08-06,ACC0046,SKU0022,8,38.69,0.0,309.52
ORD002234,2024-08-06,ACC0007,SKU0006,11,40.13,0.0,441.43
ORD000302,2024-08-06,ACC0028,SKU0028,2,23.73,0.0,47.46
ORD001078,2024-08-07,ACC0056,SKU0013,7,127.08,0.0,889.56
ORD002594,2024-08-07,ACC0027,SKU0019,8,208.21,0.0,1665.68
ORD000377,2024-08-07,ACC0007,SKU0001,1,40.09,10.0,36.08
ORD000064,2024-08-08,ACC0055,SKU0021,2,37.78,5.0,71.78
ORD001277,2024-08-08,ACC0060,SKU0020,10,38.35,0.0,383.5
ORD001567,2024-08-08,ACC0049,SKU0026,10,24.63,5.0,233.98
ORD001235,2024-08-08,ACC0027,SKU0020,18,38.49,0.0,692.82
ORD002178,2024-08-09,ACC0038,SKU0006,18,44.24,0.0,796.32
ORD002116,2024-08-09,ACC0021,SKU0025,10,37.31,10.0,335.79
ORD000657,2024-08-09,ACC0028,SKU0015,1,220.78,0.0,220.78
ORD000999,2024-08-09,ACC0019,SKU0028,3,23.98,0.0,71.94
ORD000336,2024-08-10,ACC0020,SKU0028,7,24.99,0.0,174.93
ORD001781,2024-08-10,ACC0038,SKU0005,2,41.75,0.0,83.5
ORD001630,2024-08-10,ACC0055,SKU0012,2,121.71,0.0,243.42
ORD002066,2024-08-10,ACC0024,SKU0003,3,42.14,0.0,126.42
ORD000072,2024-08-11,ACC0012,SKU0023,11,36.65,0.0,403.15
ORD001416,2024-08-11,ACC0049,SKU0019,1,202.75,0.0,202.75
ORD000025,2024-08-11,ACC0019,SKU0026,8,25.75,0.0,206.0
ORD001028,2024-08-11,ACC0030,SKU0010,14,128.33,0.0,1796.62
ORD001467,2024-08-11,ACC0047,SKU0026,2,22.84,20.0,36.54
ORD002498,2024-08-11,ACC0025,SKU0006,3,44.68,0.0,134.04
ORD002592,2024-08-12,ACC0024,SKU0020,12,38.12,5.0,434.57
ORD000507,2024-08-12,ACC0024,SKU0026,4,24.55,5.0,93.29
ORD000279,2024-08-12,ACC0003,SKU0004,8,43.82,0.0,350.56
ORD001657,2024-08-12,ACC0010,SKU0023,18,37.49,0.0,674.82
ORD002304,2024-08-13,ACC0010,SKU0004,10,40.94,15.0,347.99
ORD000873,2024-08-13,ACC0016,SKU0020,25,40.64,0.0,1016.0
ORD000160,2024-08-13,ACC0020,SKU0028,16,25.63,10.0,369.07
ORD001095,2024-08-13,ACC0023,SKU0025,26,36.31,0.0,944.06
ORD001305,2024-08-13,ACC0014,SKU0015,3,202.83,0.0,608.49
ORD002075,2024-08-13,ACC0043,SKU0004,7,44.8,0.0,313.6
ORD002423,2024-08-14,ACC0043,SKU0010,1,124.04,20.0,99.23
ORD001169,2024-08-14,ACC0003,SKU0019,9,211.1,0.0,1899.9
ORD000031,2024-08-14,ACC0005,SKU0024,22,36.29,0.0,798.38
ORD001040,2024-08-15,ACC0049,SKU0018,2,202.01,0.0,404.02
ORD000481,2024-08-15,ACC0029,SKU0026,4,24.02,0.0,96.08
ORD002339,2024-08-15,ACC0056,SKU0005,8,41.89,15.0,284.85
ORD000084,2024-08-15,ACC0032,SKU0016,4,205.15,5.0,779.57
ORD000156,2024-08-16,ACC0050,SKU0007,15,44.5,0.0,667.5
ORD001157,2024-08-16,ACC0054,SKU0005,1,42.96,0.0,42.96
ORD001853,2024-08-17,ACC0035,SKU0020,11,36.95,5.0,386.13
ORD002217,2024-08-17,ACC0060,SKU0017,3,219.91,0.0,659.73
ORD001801,2024-08-17,ACC0040,SKU0017,3,203.62,0.0,610.86
ORD001332,2024-08-17,ACC0033,SKU0028,3,23.44,0.0,70.32
ORD001756,2024-08-17,ACC0045,SKU0017,2,201.05,20.0,321.68
ORD001076,2024-08-17,ACC0051,SKU0024,5,37.21,5.0,176.75
ORD002007,2024-08-18,ACC0024,SKU0024,4,38.18,0.0,152.72
ORD000165,2024-08-18,ACC0042,SKU0008,3,44.36,0.0,133.08
ORD002020,2024-08-19,ACC0015,SKU0006,6,45.16,10.0,243.86
ORD001051,2024-08-19,ACC0046,SKU0008,6,44.16,0.0,264.96
ORD002181,2024-08-19,ACC0059,SKU0005,3,42.74,0.0,128.22
ORD002119,2024-08-20,ACC0019,SKU0015,6,222.96,20.0,1070.21
ORD001545,2024-08-20,ACC0025,SKU0014,11,209.07,10.0,2069.79
ORD002410,2024-08-20,ACC0007,SKU0026,3,24.96,10.0,67.39
ORD002193,2024-08-20,ACC0046,SKU0003,3,44.59,5.0,127.08
ORD000314,2024-08-20,ACC0009,SKU0006,3,40.1,0.0,120.3
ORD000184,2024-08-21,ACC0027,SKU0014,2,210.72,5.0,400.37
ORD002017,2024-08-21,ACC0025,SKU0005,3,40.15,15.0,102.38
ORD002166,2024-08-21,ACC0006,SKU0013,1,118.15,0.0,118.15
ORD002535,2024-08-21,ACC0027,SKU0025,4,36.6,5.0,139.08
ORD001043,2024-08-22,ACC0027,SKU0026,11,23.69,0.0,260.59
ORD000311,2024-08-22,ACC0058,SKU0024,4,37.27,0.0,149.08
ORD001943,2024-08-22,ACC0001,SKU0010,1,124.61,0.0,124.61
ORD001482,2024-08-22,ACC0001,SKU0025,5,38.74,0.0,193.7
ORD000741,2024-08-22,ACC0019,SKU0002,1,40.47,20.0,32.38
ORD001660,2024-08-22,ACC0012,SKU0023,10,36.74,0.0,367.4
ORD002194,2024-08-23,ACC0052,SKU0001,1,41.55,0.0,41.55
ORD000285,2024-08-23,ACC0053,SKU0029,11,25.82,0.0,284.02
ORD002584,2024-08-24,ACC0004,SKU0004,7,42.3,5.0,281.29
ORD000268,2024-08-24,ACC0030,SKU0023,16,37.49,10.0,539.86
ORD000441,2024-08-24,ACC0028,SKU0008,1,41.28,0.0,41.28
ORD000102,2024-08-25,ACC0003,SKU0024,7,39.81,0.0,278.67
ORD001027,2024-08-25,ACC0032,SKU0010,6,126.17,0.0,757.02
ORD002139,2024-08-25,ACC0016,SKU0013,6,129.14,0.0,774.84
ORD000672,2024-08-26,ACC0023,SKU0029,4,22.85,0.0,91.4
ORD001527,2024-08-26,ACC0003,SKU0009,5,40.36,15.0,171.53
ORD002421,2024-08-26,ACC0041,SKU0001,10,41.77,15.0,355.05
ORD002381,2024-08-26,ACC0010,SKU0003,1,45.07,20.0,36.06
ORD002585,2024-08-26,ACC0046,SKU0026,12,24.99,0.0,299.88
ORD001492,2024-08-26,ACC0054,SKU0029,9,25.85,0.0,232.65
ORD001007,2024-08-26,ACC0021,SKU0006,16,40.74,0.0,651.84
ORD001077,2024-08-27,ACC0025,SKU0005,1,43.06,0.0,43.06
ORD002530,2024-08-27,ACC0035,SKU0018,6,225.95,0.0,1355.7
ORD002220,2024-08-27,ACC0003,SKU0023,6,38.62,20.0,185.38
ORD001911,2024-08-27,ACC0040,SKU0006,1,42.65,20.0,34.12
ORD000631,2024-08-27,ACC0050,SKU0025,9,37.91,0.0,341.19
ORD002521,2024-08-28,ACC0027,SKU0024,6,37.49,15.0,191.2
ORD001489,2024-08-28,ACC0018,SKU0016,5,211.89,10.0,953.5
ORD000736,2024-08-28,ACC0003,SKU0023,26,40.75,0.0,1059.5
ORD000397,2024-08-28,ACC0054,SKU0014,1,222.98,0.0,222.98
ORD002386,2024-08-28,ACC0009,SKU0021,6,40.28,10.0,217.51
ORD000210,2024-08-28,ACC0053,SKU0023,9,39.46,0.0,355.14
ORD000575,2024-08-28,ACC0018,SKU0001,9,42.76,10.0,346.36
ORD001490,2024-08-29,ACC0029,SKU0011,7,117.64,0.0,823.48
ORD001718,2024-08-29,ACC0060,SKU0016,11,215.03,10.0,2128.8
ORD002343,2024-08-29,ACC0039,SKU0024,14,39.73,0.0,556.22
ORD000977,2024-08-29,ACC0027,SKU0011,14,117.93,20.0,1320.82
ORD002214,2024-08-29,ACC0033,SKU0024,13,38.49,5.0,475.35
ORD000024,2024-08-29,ACC0034,SKU0019,12,224.97,20.0,2159.71
ORD002230,2024-08-30,ACC0048,SKU0019,4,213.98,10.0,770.33
ORD001573,2024-08-30,ACC0046,SKU0023,16,37.17,5.0,564.98
ORD000810,2024-08-30,ACC0021,SKU0018,3,204.74,0.0,614.22
ORD000986,2024-08-31,ACC0039,SKU0023,16,38.2,0.0,611.2
ORD002165,2024-08-31,ACC0009,SKU0002,9,40.29,15.0,308.22
ORD001173,2024-08-31,ACC0043,SKU0025,13,36.15,0.0,469.95
ORD000212,2024-08-31,ACC0003,SKU0002,3,42.17,0.0,126.51
ORD001950,2024-08-31,ACC0040,SKU0024,11,37.42,0.0,411.62
ORD002459,2024-08-31,ACC0022,SKU0008,2,42.4,5.0,80.56
ORD000513,2024-09-01,ACC0027,SKU0008,6,42.25,20.0,202.8
ORD000662,2024-09-01,ACC0028,SKU0006,5,44.45,0.0,222.25
ORD001195,2024-09-02,ACC0033,SKU0020,7,40.52,0.0,283.64
ORD000060,2024-09-02,ACC0045,SKU0008,3,42.29,0.0,126.87
ORD000531,2024-09-02,ACC0058,SKU0019,13,217.98,0.0,2833.74
ORD000495,2024-09-02,ACC0048,SKU0026,9,23.71,0.0,213.39
ORD000157,2024-09-03,ACC0050,SKU0019,4,216.08,0.0,864.32
ORD001741,2024-09-04,ACC0024,SKU0010,5,125.97,20.0,503.88
ORD000360,2024-09-04,ACC0031,SKU0003,5,43.17,15.0,183.47
ORD000789,2024-09-04,ACC0017,SKU0019,5,226.51,0.0,1132.55
ORD000232,2024-09-04,ACC0001,SKU0022,10,36.17,0.0,361.7
ORD002402,2024-09-04,ACC0058,SKU0026,1,25.76,20.0,20.61
ORD000119,2024-09-04,ACC0025,SKU0023,9,37.69,0.0,339.21
ORD001223,2024-09-04,ACC0058,SKU0013,8,115.55,0.0,924.4
ORD001154,2024-09-04,ACC0014,SKU0021,16,36.17,0.0,578.72
ORD001229,2024-09-05,ACC0006,SKU0006,2,42.45,0.0,84.9
ORD001102,2024-09-05,ACC0047,SKU0002,3,43.94,0.0,131.82
ORD001936,2024-09-05,ACC0030,SKU0024,9,38.87,0.0,349.83
ORD002522,2024-09-05,ACC0042,SKU0006,9,44.65,0.0,401.85
ORD002058,2024-09-06,ACC0031,SKU0011,6,118.27,0.0,709.62
ORD000489,2024-09-06,ACC0017,SKU0004,5,41.27,0.0,206.35
ORD000415,2024-09-06,ACC0040,SKU0019,12,222.35,0.0,2668.2
ORD000913,2024-09-06,ACC0016,SKU0015,17,203.07,15.0,2934.36
ORD001934,2024-09-07,ACC0046,SKU0006,9,41.75,0.0,375.75
ORD001487,2024-09-07,ACC0029,SKU0022,2,39.2,10.0,70.56
ORD000048,2024-09-07,ACC0045,SKU0027,7,25.48,5.0,169.44
ORD002195,2024-09-07,ACC0049,SKU0023,20,38.0,0.0,760.0
ORD001604,2024-09-07,ACC0026,SKU0019,10,209.97,0.0,2099.7
ORD001819,2024-09-08,ACC0060,SKU0024,2,40.68,0.0,81.36
ORD000564,2024-09-08,ACC0004,SKU0014,1,213.79,5.0,203.1
ORD001603,2024-09-09,ACC0026,SKU0004,9,43.76,0.0,393.84
ORD000615,2024-09-09,ACC0038,SKU0017,19,203.73,0.0,3870.87
ORD002350,2024-09-09,ACC0045,SKU0005,2,44.47,0.0,88.94
ORD001640,2024-09-09,ACC0030,SKU0009,7,40.71,0.0,284.97
ORD000420,2024-09-09,ACC0003,SKU0001,9,40.51,10.0,328.13
ORD001979,2024-09-09,ACC0015,SKU0024,19,41.03,15.0,662.63
ORD000173,2024-09-10,ACC0017,SKU0020,13,36.54,10.0,427.52
ORD001438,2024-09-10,ACC0021,SKU0029,5,24.39,20.0,97.56
ORD002158,2024-09-10,ACC0029,SKU0005,7,40.76,5.0,271.05
ORD002155,2024-09-10,ACC0031,SKU0009,2,42.41,0.0,84.82
ORD001062,2024-09-11,ACC0022,SKU0024,4,37.16,0.0,148.64
ORD001491,2024-09-12,ACC0018,SKU0028,2,24.06,0.0,48.12
ORD001136,2024-09-12,ACC0014,SKU0001,1,42.73,0.0,42.73
ORD001920,2024-09-12,ACC0004,SKU0029,2,23.24,0.0,46.48
ORD002562,2024-09-13,ACC0021,SKU0013,10,114.76,0.0,1147.6
ORD000455,2024-09-13,ACC0028,SKU0001,6,41.81,0.0,250.86
ORD000313,2024-09-13,ACC0035,SKU0010,7,116.68,10.0,735.08
ORD002012,2024-09-13,ACC0052,SKU0018,5,201.78,0.0,1008.9
ORD002325,2024-09-14,ACC0009,SKU0010,3,116.81,0.0,350.43
ORD001745,2024-09-14,ACC0048,SKU0024,5,37.11,0.0,185.55
ORD002310,2024-09-14,ACC0011,SKU0023,3,40.37,0.0,121.11
ORD001052,2024-09-14,ACC0042,SKU0028,6,25.58,10.0,138.13
ORD002032,2024-09-14,ACC0026,SKU0006,14,41.96,0.0,587.44
ORD002250,2024-09-14,ACC0054,SKU0003,1,44.17,10.0,39.75
ORD000890,2024-09-15,ACC0007,SKU0002,1,45.18,10.0,40.66
ORD000858,2024-09-15,ACC0006,SKU0025,1,38.93,0.0,38.93
ORD001114,2024-09-15,ACC0016,SKU0015,4,212.77,5.0,808.53
ORD001547,2024-09-16,ACC0031,SKU0010,10,125.77,0.0,1257.7
ORD000074,2024-09-16,ACC0038,SKU0021,8,39.93,0.0,319.44
ORD002555,2024-09-16,ACC0005,SKU0011,7,114.26,5.0,759.83
ORD001893,2024-09-17,ACC0054,SKU0014,1,221.0,0.0,221.0
ORD000573,2024-09-17,ACC0017,SKU0012,5,128.72,0.0,643.6
ORD001147,2024-09-17,ACC0011,SKU0009,12,41.61,5.0,474.35
ORD000189,2024-09-17,ACC0058,SKU0008,4,44.77,10.0,161.17
ORD001617,2024-09-17,ACC0055,SKU0027,6,25.62,0.0,153.72
